xid,name,rate,osm,wikidata,kinds,point.lon,point.lat
N1932068150,Casa Museo Ricardo Palma,7,node/1932068150,Q96756883,"biographical_museums,historic_house_museums,cultural,museums,interesting_places,history_museums",-77.02760314941406,-12.118415832519531
R9045384,"Convent of Santo Domingo, Cusco",7,relation/9045384,Q3001637,"religion,monasteries,interesting_places",-71.97543334960938,-13.520295143127441
W154078609,Pachacamac,7,way/154078609,Q430563,"architecture,historic_architecture,historic,archaeology,cultural,museums,interesting_places,destroyed_objects,other_museums,other_archaeological_sites",-76.90096282958984,-12.259356498718262
N3949384791,Casona,7,node/3949384791,Q5754552,"architecture,historic_architecture,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures",-71.53477478027344,-16.39676284790039
W173837516,El Candelabro de Paraca,7,way/173837516,Q2574847,"historic,archaeology,interesting_places,other_archaeological_sites",-76.30859375,-13.794397354125977
N2023937613,"Iglesia María Magdalena, Pueblo Libre",7,node/2023937613,Q42850567,"religion,other_temples,interesting_places",-77.06330108642578,-12.07815170288086
N1728416736,Tambo Colorado,7,node/1728416736,Q1513848,"historic,archaeology,interesting_places,other_archaeological_sites",-75.82888793945312,-13.706110954284668
N408866644,Tambo Colorado,7,node/408866644,Q1513848,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",-75.82911682128906,-13.705876350402832
W157858140,Choquequirao,7,way/157858140,Q1076285,"historic,archaeology,interesting_places,other_archaeological_sites",-72.86885833740234,-13.393890380859375
N967192319,San Cristobal,7,node/967192319,Q70759876,"view_points,other,religion,churches,interesting_places,other_churches",-71.97978210449219,-13.513481140136719
W157859519,Huacas del Sol,7,way/157859519,Q1632711,"settlements,architecture,historic_architecture,historic,archaeology,natural,interesting_places,nature_reserves,destroyed_objects,other_nature_conservation_areas",-78.99505615234375,-8.131866455078125
W156256710,Huaca Cao Viejo,7,way/156256710,Q5748136,"historic,archaeology,interesting_places,other_archaeological_sites",-79.30338287353516,-7.915192604064941
W91235681,San Pedro,7,way/91235681,Q26813202,"religion,churches,interesting_places,other_churches",-79.90620422363281,-6.70348596572876
N1728415724,Kotosh,7,node/1728415724,Q2669852,"historic,archaeology,interesting_places,other_archaeological_sites",-76.27889251708984,-9.931944847106934
N5620107890,Sarcophagi of Carajía,7,node/5620107890,Q1728918,"historic,burial_places,archaeology,interesting_places,necropolises,other_archaeological_sites",-78.02142333984375,-6.162606239318848
N5620130644,Sarcophagi of Carajía,7,node/5620130644,Q1728918,"historic,burial_places,archaeology,interesting_places,necropolises,other_archaeological_sites",-78.02177429199219,-6.161768913269043
N8250165567,Iglesia Matriz de Iquitos,7,node/8250165567,Q5909043,"religion,cathedrals,interesting_places",-73.24482727050781,-3.74944806098938
W424993603,Palacio Arzobispal,7,way/424993603,Q6057565,"religion,palaces,architecture,historic_architecture,other_temples,interesting_places,shops,malls,tourist_facilities",-78.5115966796875,-0.2196539342403412
N4307874813,Casa de Zela,7,node/4307874813,Q17232523,"cultural,museums,interesting_places,other_museums",-70.24983978271484,-18.011850357055664
W156256712,El Brujo,7,way/156256712,Q2603112,"historic,archaeology,natural,interesting_places,nature_reserves,other_archaeological_sites,other_nature_conservation_areas",-79.30827331542969,-7.911345958709717
N3141079986,Iglesia San Sebastián,7,node/3141079986,Q28132038,"religion,churches,interesting_places,other_churches",-74.97616577148438,-12.788167953491211
N995446108,Iglesia de Santa Clara,7,node/995446108,Q42828387,"religion,churches,interesting_places,other_churches",-71.98210144042969,-13.520037651062012
W408470796,Sanctuary of Saint Rose of Lima,7,way/408470796,Q6121562,"religion,churches,interesting_places,other_churches",-77.03524017333984,-12.042577743530273
N877179922,Monolito del Fraile,7,node/877179922,Q6021908,"other,unclassified_objects,interesting_places,historic_object",-68.67390441894531,-16.55525016784668
W172097116,Main Square of Lima,7,way/172097116,Q2536763,"urban_environment,cultural,interesting_places,squares",-77.03055572509766,-12.045933723449707
N4195856506,Casa de Moral,7,node/4195856506,Q5047944,"cultural,museums,interesting_places,other_museums",-71.53778076171875,-16.396961212158203
R421862,Parque Nacional Sajama,7,relation/421862,Q1519747,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,national_parks",-68.9330825805664,-18.120038986206055
W172742395,Italian Art Museum,7,way/172742395,Q776515,"cultural,museums,interesting_places,art_galleries",-77.03678894042969,-12.058436393737793
N1932068156,Museo del Banco Central de Reserva del Perú,7,node/1932068156,Q42849962,"national_museums,cultural,museums,interesting_places",-77.03013610839844,-12.048142433166504
W23811932,Plaza de Armas,7,way/23811932,Q5857151,"urban_environment,cultural,interesting_places,squares",-71.53697204589844,-16.398828506469727
R12175742,Park of the Reserve,7,relation/12175742,Q5201334,"urban_environment,gardens_and_parks,cultural,interesting_places",-77.03363037109375,-12.071089744567871
N315359327,Cuenca,7,node/315359327,Q54886,"historic,historical_places,interesting_places,historic_settlements",-79.0043716430664,-2.897172451019287
N4439948190,Freedom,7,node/4439948190,Q75053182,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-77.03780364990234,-12.053217887878418
W771625899,Tunanmarka,7,way/771625899,Q12071621,"historic,archaeology,interesting_places,other_archaeological_sites",-75.59825134277344,-11.721108436584473
W73658343,Cahuachi temple-piramyd,7,way/73658343,Q1025802,"historic,historical_places,archaeology,interesting_places,other_archaeological_sites,historic_settlements",-75.11653137207031,-14.818785667419434
W252683990,Catedral Vieja,7,way/252683990,Q50327423,"religion,cathedrals,cultural,museums,interesting_places,art_galleries",-79.00386810302734,-2.8978171348571777
R7528062,Iglesia de Las Nazarenas,7,relation/7528062,Q5201720,"religion,cathedrals,churches,monasteries,interesting_places,other_churches",-77.03746032714844,-12.045559883117676
R8607795,"Church of San Agustín, Lima",7,relation/8607795,Q5117076,"religion,churches,interesting_places,other_churches",-77.03335571289062,-12.046523094177246
W448924563,"Basilica of La Merced, Cusco",7,way/448924563,Q1798947,"religion,churches,interesting_places,other_churches",-71.97936248779297,-13.518214225769043
W23782201,Basilica Catedral de Puno,7,way/23782201,Q2942317,"religion,cathedrals,churches,interesting_places,catholic_churches",-70.02900695800781,-15.84095573425293
N4937583025,La Merced,7,node/4937583025,Q5912483,"religion,architecture,historic_architecture,churches,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures,other_churches",-79.02726745605469,-8.110907554626465
W431569850,Cementerio General de Tacna,7,way/431569850,Q5760306,"cemeteries,historic,burial_places,interesting_places",-70.2579574584961,-18.000835418701172
N6338630732,Combate del Dos de Mayo,7,node/6338630732,Q95385692,"historic,monuments_and_memorials,interesting_places,monuments",-77.04276275634766,-12.046384811401367
R6585870,Escuela Nacional de Bellas Artes,7,relation/6585870,Q5202236,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-77.02384948730469,-12.046634674072266
N7265423015,The Llamas,7,node/7265423015,Q91655945,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-77.0359115600586,-12.056564331054688
W435683569,"Church of San Agustín, Lima",7,way/435683569,Q5117076,"religion,churches,urban_environment,cultural,interesting_places,squares,other_churches",-77.0331039428711,-12.04623031616211
W183453707,Huaca Mangoma,7,way/183453707,Q2888813,"historic,archaeology,interesting_places,other_archaeological_sites",-76.98110961914062,-12.015053749084473
W328274153,"Jesuit Church, Arequipa",7,way/328274153,Q5912363,"religion,churches,interesting_places,catholic_churches",-71.53657531738281,-16.39991569519043
W37082862,Puka Pukara,7,way/37082862,Q2390374,"historic,archaeology,interesting_places,other_archaeological_sites",-71.96215057373047,-13.48333740234375
W156256711,El Brujo,7,way/156256711,Q2603112,"historic,archaeology,natural,interesting_places,nature_reserves,other_archaeological_sites,other_nature_conservation_areas",-79.3056640625,-7.916982650756836
N1413746245,Iglesia de La Merced,7,node/1413746245,Q5912483,"religion,churches,interesting_places,other_churches",-79.02693176269531,-8.111227989196777
W664282346,Mazur,7,way/664282346,Q2840705,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",-76.60154724121094,-9.859930038452148
W435603606,Casa de Fierro,7,way/435603606,Q2509734,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-73.24407196044922,-3.7499141693115234
W157857597,Sitio Arqueologico Chankillo,7,way/157857597,Q1062357,"historic,archaeology,interesting_places,other_archaeological_sites",-78.2271499633789,-9.563417434692383
N3827565421,Iglesia y Convento del Patrocinio,7,node/3827565421,Q42850830,"religion,churches,monasteries,interesting_places,other_churches",-77.02559661865234,-12.035919189453125
W68629618,San Francisco Church,7,way/68629618,Q65951354,"religion,other_temples,interesting_places",-71.98207092285156,-13.518332481384277
W581618398,Parque El Ejido,7,way/581618398,Q16915453,"urban_environment,gardens_and_parks,cultural,interesting_places",-78.50051879882812,-0.21006110310554504
R3424882,Serra do Divisor National Park,7,relation/3424882,Q1132181,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,national_parks",-73.49604034423828,-8.155509948730469
W435559310,Museo del Palacio Arzobispal de Lima,7,way/435559310,Q4785597,"religion,palaces,architecture,historic_architecture,other_temples,cultural,museums,interesting_places,other_museums",-77.02963256835938,-12.04610824584961
W408779614,Plaza MacLean,7,way/408779614,Q42855778,"urban_environment,cultural,interesting_places,squares",-70.24951934814453,-18.010164260864258
W97799651,San Francisco,7,way/97799651,Q26823266,"religion,churches,urban_environment,gardens_and_parks,monasteries,cultural,interesting_places,catholic_churches",-71.5352554321289,-16.394994735717773
W83145489,Tampu Mach'ay,7,way/83145489,Q1360456,"historic,archaeology,interesting_places,other_archaeological_sites",-71.96742248535156,-13.478767395019531
W573324439,Templo de San Pedro Martir,7,way/573324439,Q20971285,"religion,churches,interesting_places,other_churches",-69.46048736572266,-16.212678909301758
W23799145,San Blas,7,way/23799145,Q5910016,"religion,churches,interesting_places,catholic_churches",-71.97431182861328,-13.514902114868164
W371242334,San Francisco Church,7,way/371242334,Q65951354,"religion,other_temples,cultural,museums,interesting_places,other_museums",-71.98201751708984,-13.518808364868164
W159408376,La Iglesia de El Sagrario,7,way/159408376,Q6446453,"religion,churches,interesting_places,catholic_churches",-78.51273345947266,-0.22063273191452026
W155719393,Pumapunku,7,way/155719393,Q665223,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",-68.6795883178711,-16.561689376831055
N6542457487,Ticani San Francisco,7,node/6542457487,Q26823266,"religion,architecture,historic_architecture,churches,monasteries,interesting_places,restaurants,foods,catholic_churches,tourist_facilities,other_buildings_and_structures",-71.53559875488281,-16.39508056640625
R12292929,Pikillaqta National Archaeological Park,7,relation/12292929,Q2665757,"historic,archaeology,interesting_places,other_archaeological_sites",-71.71339416503906,-13.630423545837402
W37084957,Piquillacta,7,way/37084957,Q2665757,"historic,archaeology,interesting_places,other_archaeological_sites",-71.7171630859375,-13.612712860107422
W420109510,El Paraíso,7,way/420109510,Q4717894,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",-77.11710357666016,-11.955162048339844
W49520856,Estadio Telmo Carbajo,7,way/49520856,Q5848411,"sport,architecture,historic_architecture,interesting_places,stadiums,other_buildings_and_structures",-77.13065338134766,-12.064005851745605
W160264224,Quinta Heeren,7,way/160264224,Q6095043,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-77.01791381835938,-12.049901008605957
N5449146035,Antonio Raimondi,7,node/5449146035,Q95365743,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-77.02284240722656,-12.05105972290039
N1459528357,Santo Cristo,7,node/1459528357,Q5912871,"religion,churches,interesting_places,other_churches",-77.01221466064453,-12.044987678527832
N2833894605,El Paraíso,7,node/2833894605,Q4717894,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",-77.11833953857422,-11.953971862792969
